Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2018-01-02,40.34188461303711,40.3512542876815,39.63930910102925,39.85008389872191,102223600
2018-01-03,40.33485412597656,40.87818083627618,40.27162491067019,40.405112383133705,118071600
2018-01-04,40.52220916748047,40.62525413708489,40.299727659552815,40.40745389251491,89738400
2018-01-05,40.983577728271484,41.07022757766769,40.526904291139054,40.618238978565536,94640000
2018-01-08,40.83134460449219,41.1264250065992,40.73298089697299,40.83134460449219,82271200
2018-01-09,40.826663970947266,40.99762301388554,40.61120790656991,40.87818646172054,86336000
2018-01-10,40.81728744506836,40.819631650108875,40.51518159395476,40.55265313977013,95839600
2018-01-11,41.04914474487305,41.0983266027859,40.86413476669079,40.887551806210006,74670800
2018-01-12,41.4730339050293,41.536266705175215,41.13579706889646,41.2599184636559,101672400
2018-01-16,41.26226806640625,42.011681370568965,41.250557757664666,41.66273418158303,118263600
2018-01-17,41.94375991821289,41.97888726477312,40.99996709013325,41.25289113233468,137547200
2018-01-18,41.981231689453125,42.17795556841482,41.7446991964493,42.006992937085954,124773600
2018-01-19,41.793880462646484,42.056174199536976,41.54797829756957,41.82900781187855,129700400
2018-01-22,41.45195388793945,41.634623229363534,41.3582785853828,41.52221215159881,108434400
2018-01-23,41.46132278442383,42.023385358113266,41.409803865982504,41.5222149513268,130756400
2018-01-24,40.800899505615234,41.52221074603233,40.56202284665312,41.510500440238225,204420400
2018-01-25,40.07257080078125,40.9718667190559,39.93673908810159,40.86882172505862,166116000
2018-01-26,40.16624069213867,40.28099597876492,39.82666324306097,40.28099597876492,156572000
2018-01-29,39.33487319946289,39.85009466611676,39.12644255085581,39.85009466611676,202561600
2018-01-30,39.10301208496094,39.196687392224455,38.5713956038565,38.76577526123802,184192800
2018-01-31,39.21074295043945,39.44727902539494,38.99294622732507,39.07959607542636,129915600
2018-02-01,39.29271697998047,39.489437319765265,39.053840239679026,39.14985977700904,188923200
2018-02-02,37.587799072265625,39.063208722509444,37.49412374384701,38.8758544921875,346375200
2018-02-05,36.648685455322266,38.37936315766333,36.533930157475886,37.259926352819406,290954000
2018-02-06,38.18030548095703,38.341898465025935,36.065552892674454,36.25993260007003,272975200
2018-02-07,37.36296463012695,38.26694527664845,37.25289775278819,38.19434637791094,206434400
2018-02-08,36.334861755371094,37.70488541893073,36.30675987869789,37.53860764381872,217562000
2018-02-09,36.779300689697266,37.12731684344801,35.32844580447681,36.934498391741066,282690400
2018-02-12,38.26071548461914,38.53818682737063,37.03794995477904,37.27074644509429,243278000
2018-02-13,38.64399719238281,38.74040817400925,38.01145216920126,38.081996877417026,130196800
2018-02-14,39.356502532958984,39.396477041902536,38.3006961328428,38.338316878401834,162579600
2018-02-15,40.67802047729492,40.70153298957986,39.73978404743447,39.925548323114,204588800
2018-02-16,40.54634475708008,41.10834882844967,40.3911506581798,40.52988635346286,160704400
2018-02-20,40.40996170043945,40.97666251869846,40.30884675397618,40.45699032267764,135722000
2018-02-21,40.22653579711914,40.94373014961663,40.21242398532644,40.64039257505093,149886400
2018-02-22,40.562801361083984,40.903763321580946,40.37703706692749,40.39819940650478,123967600
2018-02-23,41.268245697021484,41.303516266669185,40.807356587986256,40.83792680705018,135249600
2018-02-26,42.084197998046875,42.18295916461196,41.435194508596325,41.46811489745136,152648800
2018-02-27,41.947818756103516,42.43927448726959,41.89373602093621,42.11477448821193,155712400
2018-02-28,41.884315490722656,42.472182050329934,41.86785709284107,42.15238249838146,151128400
2018-03-01,41.15066909790039,42.274669943930185,40.600426726524184,41.983086768337195,195208000
2018-03-02,41.435203552246094,41.45636589511752,40.55104962192992,40.63335240605755,153816000
2018-03-05,41.57863998413086,41.79497451115357,41.03780187254719,41.20005366482767,113605600
2018-03-06,41.54335403442383,41.91488613451348,41.41637643497553,41.83493714271075,95154000
2018-03-07,41.157718658447266,41.35054063744195,40.979008492690134,41.136556320670735,126814000
2018-03-08,41.60685348510742,41.64917816458234,41.16713034853489,41.26353775891226,95096400
2018-03-09,42.32169723510742,42.32640117322609,41.71266821269217,41.84670353867306,128740800
2018-03-12,42.730857849121094,42.88840570474543,42.37578763015166,42.39459620832886,128828400
2018-03-13,42.31935119628906,43.14941874671563,42.14769511274194,42.93543439207039,126774000
2018-03-14,41.95957565307617,42.44868119552501,41.811432091203834,42.401652575454754,117473600
2018-03-15,42.00895690917969,42.38284289256637,41.87257497940292,41.973686339074305,90975200
2018-03-16,41.86082077026367,42.11948001357857,41.766759927922955,42.00896076636214,157618800
2018-03-19,41.22121047973633,41.73147830463949,40.835570098387464,41.696207740634804,133787200
2018-03-20,41.20711135864258,41.57393965755342,41.13656662699339,41.20711135864258,78597600
2018-03-21,40.27357864379883,41.17183722398214,40.271224880308154,41.16007917069106,148219600
2018-03-22,39.704524993896484,40.60513377143826,39.645738314064275,39.974942285902976,165963200
2018-03-23,38.785099029541016,39.95612864394828,38.785099029541016,39.596354463690304,164115200
2018-03-26,40.626304626464844,40.70390348381381,39.13782528216295,39.52111562929598,150164800
2018-03-27,39.5845947265625,41.185943183911476,39.250686842203656,40.840277246909274,163690400
2018-03-28,39.147220611572266,39.97964191762341,38.84388295506285,39.3282845706032,166674000
2018-03-29,39.452911376953125,40.386444023671224,39.24598114149307,39.45996549061165,153594000
2018-04-02,39.194252014160156,39.7256858766554,38.67457979286387,39.184847724476676,150347200
2018-04-03,39.596336364746094,39.6809892854104,38.770973079308426,39.419976412366495,121112000
2018-04-04,40.353515625,40.447572847156515,38.745113444973654,38.77097971927465,138422000
2018-04-05,40.63334274291992,40.96960073764623,40.46403686410354,40.58161019172307,107732800
2018-04-06,39.59400177001953,40.55810106955422,39.55167349900567,40.20303085074771,140021200
2018-04-09,39.986698150634766,40.70154255952048,39.93966952695415,39.946723641103546,116070800
2018-04-10,40.739158630371094,40.915518624441965,40.33470609025764,40.680371965680806,113634400
2018-04-11,40.54869842529297,40.89671454438979,40.37468857171758,40.49931603844929,89726400
2018-04-12,40.948448181152344,41.150674496485806,40.689785363381375,40.77679208647928,91557200
2018-04-13,41.08718490600586,41.348197905710904,40.88025823467464,41.09894295948079,100497200
2018-04-16,41.34348678588867,41.43048990044364,41.110690304717394,41.15771891831324,86313600
2018-04-17,41.91254806518555,42.07715003351195,41.4822291842405,41.50104135034263,106421600
2018-04-18,41.81848907470703,42.04893542855754,41.59275024765644,41.811434960615074,83018000
2018-04-19,40.63334274291992,41.24237171885631,40.600422354708584,40.85908152263962,139235200
2018-04-20,38.968505859375,40.26181252512337,38.9003113167802,40.11602274007063,261964400
2018-04-23,38.85563278198242,39.25067742200016,38.58521198830198,39.22951508515344,146062000
2018-04-24,38.31479263305664,39.11193956870417,37.910340140652,38.95674193109598,134768000
2018-04-25,38.48176193237305,38.89797265997753,38.1901822759273,38.239561081204,113528400
2018-04-26,38.61579513549805,38.97086539550455,38.415918985739836,38.59227902797794,111852000
2018-04-27,38.16900634765625,38.641649827377975,37.771607930930294,38.56405100150369,142623200
2018-04-30,38.8603401184082,39.33063349139752,38.05613888116291,38.12433342955642,169709600
2018-05-01,39.763301849365234,39.786814362656344,38.86268970628452,39.1307567565656,214277600
2018-05-02,41.51985168457031,41.797323049213546,40.86849436573064,41.204752401329166,266157600
2018-05-03,41.5951042175293,41.738543863907715,41.01899545645523,41.35760731597506,136272800
2018-05-04,43.22700881958008,43.32576998137287,41.896077928083315,41.91489009052762,224805200
2018-05-07,43.53976821899414,44.12998520374865,43.4433572011495,43.544468570068815,169805600
2018-05-08,43.74903869628906,43.78901319964565,43.18938847318987,43.49978380003416,113611200
2018-05-09,44.057090759277344,44.066495049580375,43.553876908789505,43.86662248516598,92844800
2018-05-10,44.68727111816406,44.76486994901451,44.12527072629571,44.146436653293755,111957200
2018-05-11,44.51731872558594,44.86431758098543,44.248217939958764,44.729768989116714,104848800
2018-05-14,44.413455963134766,44.739210882507365,44.34500204625422,44.61646207780481,83115200
2018-05-15,44.009803771972656,44.15851859124368,43.69349302796125,44.090061076831134,94780800
2018-05-16,44.42052459716797,44.4866228592068,43.90592994287319,43.92245540885511,76732400
2018-05-17,44.139617919921875,44.59283992695205,43.99090315443648,44.37803051055944,69176000
2018-05-18,43.97911834716797,44.33319852743315,43.936630454443275,44.18684653886162,73190800
2018-05-21,44.290706634521484,44.67783411923844,44.12074787519311,44.378045251827345,73603200
2018-05-22,44.17974853515625,44.585760609979744,44.090047104101046,44.46773392780753,60962800
2018-05-23,44.4630241394043,44.49607147546965,43.84928378174547,43.988558042632555,80233600
2018-05-24,44.413455963134766,44.576333422821065,43.955515287613835,44.55981155401122,92936000
2018-05-25,44.514949798583984,44.76752505903052,44.295418267574824,44.43232966932365,69844000
2018-05-29,44.35444641113281,44.555093305183746,44.11131162058554,44.283633250305584,90056400
2018-05-30,44.2600212097168,44.37804793294271,44.090062440120306,44.31195325608738,74762000
2018-05-31,44.111305236816406,44.432338059704065,43.93898723392432,44.19392538167832,109931200
2018-06-01,44.906803131103516,44.91152160606056,44.319028828916046,44.37568294540412,93770000
2018-06-04,45.282127380371094,45.657451448657845,45.16882274882759,45.23727665487343,105064800
2018-06-05,45.631492614746094,45.780207443365335,45.40724255383238,45.574842090997706,86264000
2018-06-06,45.789649963378906,45.8132567505479,45.30338040357382,45.70703341206747,83734400
2018-06-07,45.66689682006836,45.84157404796199,45.402514536898195,45.827411418877574,85388800
2018-06-08,45.251441955566406,45.32225870517114,44.7958605631141,45.12633392541683,106627200
2018-06-11,45.14049530029297,45.315176130877504,44.89972340097438,45.16882416048117,73234000
